Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"ASLA27",,"Astragalus laxmannii Jacq.",Laxmann's milkvetch
"ASLAR",,"Astragalus laxmannii Jacq. var. robustior (Hook.) Barneby & S.L. Welsh",prairie milkvetch
"ASNE2",,"Astragalus neglectus (Torr. & A. Gray) Sheldon",Cooper's milkvetch
"ASTE5",,"Astragalus tenellus Pursh",looseflower milkvetch
"ATFI",,"Athyrium filix-femina (L.) Roth",common ladyfern
"ATFIA",,"Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen",subarctic ladyfern
"ATFIC",,"Athyrium filix-femina (L.) Roth ssp. cyclosorum (Rupr.) C. Chr.",subarctic ladyfern
"ATHO",,"Atriplex hortensis L.",garden orache
"ATLI3",,"Atriplex littoralis L.",grassleaf orache
"ATMI2",,"Atriplex micrantha Ledeb.",twoscale saltbush
"ATOB2",,"Atriplex oblongifolia Waldst. & Kit.",oblongleaf orache
"ATPA4",,"Atriplex patula L.",spear saltbush
"ATPR",,"Atriplex prostrata Bouchér ex DC.",triangle orache
"ATRO",,"Atriplex rosea L.",tumbling saltweed
"AUFL",,"Aureolaria flava (L.) Farw.",smooth yellow false foxglove
"AUFLF",,"Aureolaria flava (L.) Farw. var. flava ",smooth yellow false foxglove
"AUFLM",,"Aureolaria flava (L.) Farw. var. macrantha Pennell",smooth yellow false foxglove
"AUPE2",,"Aureolaria pedicularia (L.) Raf.",fernleaf yellow false foxglove
"AUPEI",,"Aureolaria pedicularia (L.) Raf. var. intercedens Pennell",fernleaf yellow false foxglove
"AUPEP",,"Aureolaria pedicularia (L.) Raf. var. pedicularia ",fernleaf yellow false foxglove
"AUVI",,"Aureolaria virginica (L.) Pennell",downy yellow false foxglove
"AUSA",,"Aurinia saxatilis (L.) Desv.",basket of gold
"AVFA",,"Avena fatua L.",wild oat
"AVSA",,"Avena sativa L.",common oat
"AVST",,"Avena sterilis L.",animated oat
"AVPU2",,"Avenula pubescens (Huds.) Dumort.",downy alpine oatgrass
"AXAM",,"Axyris amaranthoides L.",Russian pigweed
"AZCA",,"Azolla caroliniana Willd.",Carolina mosquitofern
"BANI",,"Ballota nigra L.",black horehound
"BANIN",,"Ballota nigra L. var. nigra ",black horehound
"BAAU",,"Baptisia australis (L.) R. Br.",blue wild indigo
"BAAUM",,"Baptisia australis (L.) R. Br. var. minor (Lehm.) Fernald",blue wild indigo
"BATI",,"Baptisia tinctoria (L.) R. Br.",horseflyweed
"BAOR",,"Barbarea orthoceras Ledeb.",American yellowrocket
"BAVU",,"Barbarea vulgaris W.T. Aiton",garden yellowrocket
"BAPA2",,"Bartonia paniculata (Michx.) Muhl.",twining screwstem
"BAPAI",,"Bartonia paniculata (Michx.) Muhl. ssp. iodandra (B.L. Rob.) J.M. Gillett",twining screwstem
"BAPAP",,"Bartonia paniculata (Michx.) Muhl. ssp. paniculata ",twining screwstem
"BAVI3",,"Bartonia virginica (L.) Britton, Sterns & Poggenb.",yellow screwstem
"BAAL4",,"Bartsia alpina L.",velvetbells
"BASC5",,"Bassia scoparia (L.) A.J. Scott",burningbush
"BESY",,"Beckmannia syzigachne (Steud.) Fernald",American sloughgrass
"BEPE2",,"Bellis perennis L.",lawndaisy
"BEOT",,"Berberis ×ottawensis C.K. Schneid. [thunbergii × vulgaris]",barberry
"BETH",,"Berberis thunbergii DC.",Japanese barberry
"BEVU",,"Berberis vulgaris L.",common barberry
"BEIN2",,"Berteroa incana (L.) DC.",hoary alyssum
"BEER",,"Berula erecta (Huds.) Coville",cutleaf waterparsnip
"BENE5",,"Betula ×neoborealis Lepage [occidentalis × pumila var. glandulifera]",northern birch
"BEPU3",,"Betula ×purpusii C.K. Schneid. [alleghaniensis × pumila]",birch
"BESA",,"Betula ×sandbergii Britton [papyrifera × pumila]",Sandberg birch
"BESA3",,"Betula ×sargentii Dugle [nana × pumila]",birch
"BEAL2",,"Betula alleghaniensis Britton",yellow birch
"BEALA",,"Betula alleghaniensis Britton var. alleghaniensis ",yellow birch
"BEGL",,"Betula glandulosa Michx.",resin birch
"BELE",,"Betula lenta L.",sweet birch
"BEMI",,"Betula minor (Tuck.) Fernald",dwarf white birch
"BENE4",,"Betula neoalaskana Sarg.",resin birch
"BEOC2",,"Betula occidentalis Hook.",water birch
"BEPA",,"Betula papyrifera Marshall",paper birch
"BEPAC2",,"Betula papyrifera Marshall var. cordifolia (Regel) Fernald",mountain paper birch
"BEPAP",,"Betula papyrifera Marshall var. papyrifera ",paper birch
"BEPE3",,"Betula pendula Roth",European white birch
"BEPO",,"Betula populifolia Marshall",gray birch
"BEPU5",,"Betula pubescens Ehrh.",downy birch
"BEPUP5",,"Betula pubescens Ehrh. ssp. pubescens ",downy birch
"BEPU4",,"Betula pumila L.",bog birch
"BEPUG",,"Betula pumila L. var. glandulifera Regel",bog birch
"BEPUP2",,"Betula pumila L. var. pumila ",bog birch
"BIAR",,"Bidens aristosa (Michx.) Britton",bearded beggarticks
"BIBE2",,"Bidens beckii Torr. ex Spreng.",Beck's water-marigold
"BIBI7",,"Bidens bipinnata L.",Spanish needles
"BICE",,"Bidens cernua L.",nodding beggartick
"BICO5",,"Bidens connata Muhl. ex Willd.",purplestem beggarticks
"BICO",,"Bidens coronata (L.) Britton",crowned beggarticks
"BIDI",,"Bidens discoidea (Torr. & A. Gray) Britton",small beggarticks
"BIFR",,"Bidens frondosa L.",devil's beggartick
"BIHY",,"Bidens hyperborea Greene",estuary beggarticks
"BIHYH",,"Bidens hyperborea Greene var. hyperborea ",estuary beggarticks
"BIPI",,"Bidens pilosa L.",hairy beggarticks
"BITR",,"Bidens tripartita L.",threelobe beggarticks
"BIVU",,"Bidens vulgata Greene",big devils beggartick
"BLCI",,"Blephilia ciliata (L.) Benth.",downy pagoda-plant
"BLHI",,"Blephilia hirsuta (Pursh) Benth.",hairy pagoda-plant
"BLHIH",,"Blephilia hirsuta (Pursh) Benth. var. hirsuta ",hairy pagoda-plant
"BLRU",,"Blysmus rufus (Huds.) Link",red bulrush
"BOCY",,"Boehmeria cylindrica (L.) Sw.",smallspike false nettle
"BOFL3",,"Bolboschoenus fluviatilis (Torr.) Soják",river bulrush
"BOMA7",,"Bolboschoenus maritimus (L.) Palla",cosmopolitan bulrush
"BOMAM",,"Bolboschoenus maritimus (L.) Palla ssp. maritimus ",coastal cosmopolitan bulrush
"BOMAP4",,"Bolboschoenus maritimus (L.) Palla ssp. paludosus (A. Nelson) T. Koyama",cosmopolitan bulrush
"BOOF",,"Borago officinalis L.",common borage
"BOAC2",,"Botrychium acuminatum W.H. Wagner",tailed grapefern
"BOAS2",,"Botrychium ascendens W.H. Wagner",trianglelobe moonwort
"BOCA5",,"Botrychium campestre W.H. Wagner & Farrar",Iowa moonwort
"BODI2",,"Botrychium dissectum Spreng.",cutleaf grapefern
"BOHE5",,"Botrychium hesperium (Maxon & R.T. Clausen) W.H. Wagner & Lellinger",western moonwort
"BOLA",,"Botrychium lanceolatum (S.G. Gmel.) Angstr.",lanceleaf grapefern
"BOLAA2",,"Botrychium lanceolatum (S.G. Gmel.) Angstr. var. angustisegmentum Pease & A.H. Moore",lanceleaf grapefern
"BOLU",,"Botrychium lunaria (L.) Sw.",common moonwort
"BOMA2",,"Botrychium matricariifolium (A. Braun ex Dowell) A. Braun ex W.D.J. Koch",matricary grapefern
"BOMI",,"Botrychium minganense Victorin",Mingan moonwort
"BOMU",,"Botrychium multifidum (S.G. Gmel.) Trevis.",leathery grapefern
"BOON",,"Botrychium oneidense (Gilbert) House",bluntlobe grapefern
"BOPA12",,"Botrychium pallidum W.H. Wagner",pale botrychium
"BOPS",,"Botrychium pseudopinnatum W.H. Wagner",false daisyleaf moonwort
"BORU",,"Botrychium rugulosum W.H. Wagner",ternate grapefern
"BOSI",,"Botrychium simplex E. Hitchc.",little grapefern
"BOSP4",,"Botrychium spathulatum W.H. Wagner",spathulate botrychium
"BOVI",,"Botrychium virginianum (L.) Sw.",rattlesnake fern
"BOCU",,"Bouteloua curtipendula (Michx.) Torr.",sideoats grama
"BOCUC2",,"Bouteloua curtipendula (Michx.) Torr. var. curtipendula ",sideoats grama
"BOGR2",,"Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths",blue grama
"BRAR9",,"Brachyelytrum aristosum (Michx.) Trel.",northern shorthusk
"BRER2",,"Brachyelytrum erectum (Schreb. ex Spreng.) P. Beauv.",bearded shorthusk
"BRSC",,"Brasenia schreberi J.F. Gmel.",watershield
"BRJU",,"Brassica juncea (L.) Czern.",brown mustard
"BRNA",,"Brassica napus L.",rape
"BRNI",,"Brassica nigra (L.) W.D.J. Koch",black mustard
"BROL",,"Brassica oleracea L.",cabbage
"BRRA",,"Brassica rapa L.",field mustard
"BRRAR",,"Brassica rapa L. var. rapa ",field mustard
"BRMA",,"Briza maxima L.",big quakinggrass
"BRME",,"Briza media L.",perennial quakinggrass
"BRAL6",,"Bromus aleutensis Trin. ex Griseb.",Aleutian brome
"BRAR5",,"Bromus arvensis L.",field brome
"BRBR5",,"Bromus briziformis Fisch. & C.A. Mey.",rattlesnake brome
"BRCA5",,"Bromus carinatus Hook. & Arn.",California brome
"BRCA6",,"Bromus catharticus Vahl",rescuegrass
"BRCI2",,"Bromus ciliatus L.",fringed brome
"BRCIC3",,"Bromus ciliatus L. var. ciliatus ",fringed brome
"BRDA80",,"Bromus danthoniae Trin.",oat brome
"BRER3",,"Bromus erectus Huds.",erect brome
"BRHO2",,"Bromus hordeaceus L.",soft brome
"BRHOH",,"Bromus hordeaceus L. ssp. hordeaceus ",soft brome
"BRHOP",,"Bromus hordeaceus L. ssp. pseudothominii (P.M. Sm.) H. Scholz",soft brome
"BRIN2",,"Bromus inermis Leyss.",smooth brome
"BRINI",,"Bromus inermis Leyss. ssp. inermis ",smooth brome
"BRINI2",,"Bromus inermis Leyss. ssp. inermis var. inermis ",smooth brome
"BRINP",,"Bromus inermis Leyss. ssp. pumpellianus (Scribn.) Wagnon",Pumpelly's brome
"BRINP5",,"Bromus inermis Leyss. ssp. pumpellianus (Scribn.) Wagnon var. pumpellianus (Scribn.) C.L. Hitchc.",Pumpelly's brome
"BRKA2",,"Bromus kalmii A. Gray",arctic brome
"BRLA4",,"Bromus latiglumis (Shear) Hitchc.",earlyleaf brome
"BRNO",,"Bromus nottowayanus Fernald",Nottoway Valley brome
"BRPU6",,"Bromus pubescens Muhl. ex Willd.",hairy woodland brome
"BRRA2",,"Bromus racemosus L.",bald brome
"BRSE",,"Bromus secalinus L.",rye brome
"BRSES",,"Bromus secalinus L. var. secalinus ",rye brome
"BRSQ2",,"Bromus squarrosus L.",corn brome
"BRST2",,"Bromus sterilis L.",poverty brome
"BRTE",,"Bromus tectorum L.",cheatgrass
"BUAM",,"Buchnera americana L.",American bluehearts
"BUAR3",,"Buglossoides arvensis (L.) I.M. Johnst.",corn gromwell
"BUCA2",,"Bulbostylis capillaris (L.) Kunth ex C.B. Clarke",densetuft hairsedge
"BUCAC",,"Bulbostylis capillaris (L.) Kunth ex C.B. Clarke ssp. capillaris ",densetuft hairsedge
"BURO",,"Bupleurum rotundifolium L.",hare's ear
"BUUM",,"Butomus umbellatus L.",flowering rush
"CACA",,"Cabomba caroliniana A. Gray",Carolina fanwort
"CACAC4",,"Cabomba caroliniana A. Gray var. caroliniana ",Carolina fanwort
"CAED",,"Cakile edentula (Bigelow) Hook.",American searocket
"CAEDE",,"Cakile edentula (Bigelow) Hook. ssp. edentula ",American searocket
"CAEDL2",,"Cakile edentula (Bigelow) Hook. ssp. edentula var. lacustris Fernald",American searocket
"CACA4",,"Calamagrostis canadensis (Michx.) P. Beauv.",bluejoint
"CACAC10",,"Calamagrostis canadensis (Michx.) P. Beauv. var. canadensis ",bluejoint
"CACAL3",,"Calamagrostis canadensis (Michx.) P. Beauv. var. langsdorffii (Link) Inman",bluejoint
"CACAM",,"Calamagrostis canadensis (Michx.) P. Beauv. var. macouniana (Vasey) Stebbins",Macoun's reedgrass
"CADE3",,"Calamagrostis deschampsioides Trin.",circumpolar reedgrass
"CAEP",,"Calamagrostis epigeios (L.) Roth",chee reedgrass
"CAEPE2",,"Calamagrostis epigeios (L.) Roth ssp. epigeios ",chee reedgrass
"CALA6",,"Calamagrostis lapponica (Wahlenb.) Hartm.",lapland reedgrass
"CAPI",,"Calamagrostis pickeringii A. Gray",Pickering's reedgrass
"CAPU",,"Calamagrostis purpurascens R. Br.",purple reedgrass
"CAPUP7",,"Calamagrostis purpurascens R. Br. var. purpurascens ",purple reedgrass
"CAST36",,"Calamagrostis stricta (Timm) Koeler",slimstem reedgrass
"CASTI3",,"Calamagrostis stricta (Timm) Koeler ssp. inexpansa (A. Gray) C.W. Greene",northern reedgrass
"CASTS5",,"Calamagrostis stricta (Timm) Koeler ssp. stricta ",slimstem reedgrass
"CALO",,"Calamovilfa longifolia (Hook.) Scribn.",prairie sandreed
"CALOL2",,"Calamovilfa longifolia (Hook.) Scribn. var. longifolia ",prairie sandreed
"CALOM",,"Calamovilfa longifolia (Hook.) Scribn. var. magna Scribn. & Merr.",prairie sandreed
"CAOF",,"Calendula officinalis L.",pot marigold
"CAPA",,"Calla palustris L.",water arum
"CAHE2",,"Callitriche hermaphroditica L.",northern water-starwort
"CAHE3",,"Callitriche heterophylla Pursh",twoheaded water-starwort
"CAHEH",,"Callitriche heterophylla Pursh ssp. heterophylla ",twoheaded water-starwort
"CAPA52",,"Callitriche palustris L.",vernal water-starwort
"CAST11",,"Callitriche stenoptera Lansdown",narrow-wing water-starwort
"CATU5",,"Calopogon tuberosus (L.) Britton, Sterns & Poggenb.",tuberous grasspink
"CATUT",,"Calopogon tuberosus (L.) Britton, Sterns & Poggenb. var. tuberosus ",tuberous grasspink
"CANA",,"Caltha natans Pall. ex Georgi",floating marsh marigold
"CAPA5",,"Caltha palustris L.",yellow marsh marigold
"CAPAP6",,"Caltha palustris L. var. palustris ",yellow marsh marigold
"CASE12",,"Calylophus serrulatus (Nutt.) P.H. Raven",yellow sundrops
"CABU",,"Calypso bulbosa (L.) Oakes",fairy slipper
"CABUA",,"Calypso bulbosa (L.) Oakes var. americana (R. Br.) Luer",fairy slipper
"CAHE21",,"Calystegia hederacea Wall.",Japanese false bindweed
"CASE13",,"Calystegia sepium (L.) R. Br.",hedge false bindweed
"CASEA2",,"Calystegia sepium (L.) R. Br. ssp. americana (Sims) Brummitt",hedge false bindweed
"CASEA3",,"Calystegia sepium (L.) R. Br. ssp. angulata Brummitt",hedge false bindweed
"CASEE",,"Calystegia sepium (L.) R. Br. ssp. erratica Brummitt",hedge false bindweed
"CASP14",,"Calystegia spithamaea (L.) Pursh",low false bindweed
"CASC5",,"Camassia scilloides (Raf.) Cory",Atlantic camas
"CAMI2",,"Camelina microcarpa Andrz. ex DC.",littlepod false flax
"CASA2",,"Camelina sativa (L.) Crantz",false flax
"CASAS2",,"Camelina sativa (L.) Crantz ssp. sativa ",gold-of-pleasure
"CAAP2",,"Campanula aparinoides Pursh",marsh bellflower
"CACO83",,"Campanula cochlearifolia Lam.",earleaf bellflower
"CAGL2",,"Campanula glomerata L.",Dane's blood
"CAME20",,"Campanula medium L.",Canterbury bells
"CAPE20",,"Campanula persicifolia L.",peachleaf bellflower
"CARA",,"Campanula rapunculoides L.",rampion bellflower
"CARO2",,"Campanula rotundifolia L.",bluebell bellflower
"CATR4",,"Campanula trachelium L.",bats in the belfry
"CAAM18",,"Campanulastrum americanum (L.) Small",American bellflower
"CARA2",,"Campsis radicans (L.) Seem. ex Bureau",trumpet creeper
"CAMO32",,"Canadanthus modestus (Lindl.) G.L. Nesom",giant mountain aster
"CASA3",,"Cannabis sativa L.",marijuana
"CASAS3",,"Cannabis sativa L. ssp. sativa ",marijuana
"CASAS9",,"Cannabis sativa L. ssp. sativa var. sativa ",marijuana
"CABU2",,"Capsella bursa-pastoris (L.) Medik.",shepherd's purse
"CAAR18",,"Caragana arborescens Lam.",Siberian peashrub
"CAFR80",,"Caragana frutex (L.) K. Koch",Russian peashrub
"CABU3",,"Cardamine bulbosa (Schreb. ex Muhl.) Britton, Sterns & Poggenb.",bulbous bittercress
"CACO26",,"Cardamine concatenata (Michx.) Sw.",cutleaf toothwort
"CADI10",,"Cardamine diphylla (Michx.) Alph. Wood",crinkleroot
"CADO",,"Cardamine douglassii Britton",limestone bittercress
"CAFL14",,"Cardamine flexuosa With.",woodland bittercress
"CAHI3",,"Cardamine hirsuta L.",hairy bittercress
"CAIM",,"Cardamine impatiens L.",narrowleaf bittercress
"CAMA36",,"Cardamine maxima (Nutt.) Alph. Wood",large toothwort
"CAPA12",,"Cardamine parviflora L.",sand bittercress
"CAPAA2",,"Cardamine parviflora L. var. arenicola (Britton) O.E. Schulz",sand bittercress
"CAPE3",,"Cardamine pensylvanica Muhl. ex Willd.",Pennsylvania bittercress
"CAPR3",,"Cardamine pratensis L.",cuckoo flower
"CAPRA",,"Cardamine pratensis L. var. angustifolia Hook.",cuckoo flower
"CAPRP",,"Cardamine pratensis L. var. pratensis ",cuckoo flower
"CACH42",,"Cardaria chalepensis (L.) Hand.-Maz.",lenspod whitetop
"CADR",,"Cardaria draba (L.) Desv.",whitetop
"CAOR8",,"Carduus ×orthocephalus Wallr. [acanthoides × nutans]",plumeless thistle
"CAAC",,"Carduus acanthoides L.",spiny plumeless thistle
"CACR2",,"Carduus crispus L.",curly plumeless thistle
"CANU4",,"Carduus nutans L.",nodding plumeless thistle
"CAAR48",,"Carex ×arctophila F. Nyl. [subspathacea × bigelowii]",sedge
"CACR20",,"Carex ×crinitoides Lepage [aquatilis × gynandra]",sedge
"CADU14",,"Carex ×dumanii Lepage",sedge
"CAFL21",,"Carex ×flavicans F. Nyl. [aquatilis var. stans × subspathacea]",sedge
"CAGR40",,"Carex ×grantii A. Benn. [aquatilis × recta]",Grant's sedge
"CAKN",,"Carex ×knieskernii Dewey (pro sp.) [arctata × castanea]",sedge
"CALA53",,"Carex ×langeana Fernald (pro sp.) [gynocrates × maritima]",Lange's sedge
"CAME27",,"Carex ×mendica Lepage [recta × salina]",sedge
"CAMI51",,"Carex ×mirata Dewey (pro sp.) [atherodes × lupulina]",sedge
"CANE26",,"Carex ×neofilipendula Lepage [paleacea × aquatilis]",sedge
"CANE13",,"Carex ×neomiliaris Lepage [aquatilis × saxatilis var. miliaris]",sedge
"CAPA48",,"Carex ×pannewitziana Figert [rostrata × vesicaria]",Pannewitz's sedge
"CAPE22",,"Carex ×persalina Lepage [salina × subspathacea]",sedge
"CASA19",,"Carex ×saxenii Raymond [paleacea × recta]",Saxen's sedge
"CAST55",,"Carex ×stenolepis Less. [saxatilis × vesicaria]",sedge
"CASU14",,"Carex ×subimpressa Clokey (pro sp.) [hyalinolepis × pellita]",sedge
"CASU69",,"Carex ×subpaleacea J. Cay. [paleacea × salina]",sedge
"CASU72",,"Carex ×subreducta Lepage [subspathacea × bigelowii]",sedge
"CASU37",,"Carex ×subsalina Lepage [aquatilis × salina]",sedge
"CASU15",,"Carex ×subviridula Fernald [flava × viridula]",sedge
"CASU16",,"Carex ×sullivantii Boott [gracillima × hirtifolia]",sedge
"CAAC2",,"Carex acutiformis Ehrh.",lesser pond sedge
"CAAD2",,"Carex adusta Boott",lesser brown sedge
"CAAG2",,"Carex aggregata Mack.",glomerate sedge
"CAAL3",,"Carex alata Torr.",broadwing sedge
"CAAL25",,"Carex albicans Willd. ex Spreng.",whitetinge sedge
"CAALA",,"Carex albicans Willd. ex Spreng. var. albicans ",whitetinge sedge
"CAALE",,"Carex albicans Willd. ex Spreng. var. emmonsii (Dewey ex Torr.) J. Rettig",Emmons' sedge
"CAAL11",,"Carex albursina Sheldon",white bear sedge
"CAAL8",,"Carex alopecoidea Tuck.",foxtail sedge
"CAAM8",,"Carex amphibola Steud.",eastern narrowleaf sedge
"CAAN6",,"Carex annectens (E.P. Bicknell) E.P. Bicknell",yellowfruit sedge
"CAAP5",,"Carex appalachica J. Webber & P.W. Ball",Appalachian sedge
"CAAQ",,"Carex aquatilis Wahlenb.",water sedge
"CAAQA",,"Carex aquatilis Wahlenb. var. aquatilis ",water sedge
"CAAR2",,"Carex arcta Boott",northern cluster sedge
"CAAR3",,"Carex arctata Boott ex Hook.",drooping woodland sedge
"CAAR4",,"Carex argyrantha Tuck.",hay sedge
"CAAS2",,"Carex assiniboinensis W. Boott",Assiniboia sedge
"CAAT2",,"Carex atherodes Spreng.",wheat sedge
"CAAT4",,"Carex atlantica L.H. Bailey",prickly bog sedge
"CAATC",,"Carex atlantica L.H. Bailey ssp. capillacea (L.H. Bailey) Reznicek",prickly bog sedge
"CAAT6",,"Carex atratiformis Britton",scrabrous black sedge
"CAAT7",,"Carex atrofusca Schkuhr",darkbrown sedge
"CAATA3",,"Carex atrofusca Schkuhr var. atrofusca ",darkbrown sedge
"CAAU3",,"Carex aurea Nutt.",golden sedge
"CABA3",,"Carex backii Boott",Back's sedge
"CABE2",,"Carex bebbii Olney ex Fernald",Bebb's sedge
"CABI3",,"Carex bicknellii Britton",Bicknell's sedge
"CABI4",,"Carex bicolor Bellardi ex All.",twocolor sedge
"CABI5",,"Carex bigelowii Torr. ex Schwein.",Bigelow's sedge
"CABI22",,"Carex billingsii (O.W. Knight) Kirschb.",Billings' sedge
"CABL",,"Carex blanda Dewey",eastern woodland sedge
"CABR10",,"Carex brevior (Dewey) Mack.",shortbeak sedge
"CABR14",,"Carex bromoides Schkuhr ex Willd.",brome-like sedge
"CABRB6",,"Carex bromoides Schkuhr ex Willd. ssp. bromoides ",brome-like sedge
"CABR15",,"Carex brunnescens (Pers.) Poir.",brownish sedge
"CABRB3",,"Carex brunnescens (Pers.) Poir. ssp. brunnescens ",brownish sedge
"CABRS",,"Carex brunnescens (Pers.) Poir. ssp. sphaerostachya (Tuck.) Kalela",brownish sedge
"CABU6",,"Carex buxbaumii Wahlenb.",Buxbaum's sedge
"CACA11",,"Carex canescens L.",silvery sedge
"CACAC6",,"Carex canescens L. ssp. canescens ",silvery sedge
"CACAD2",,"Carex canescens L. ssp. disjuncta (Fernald) Toivonen",silvery sedge
"CACA12",,"Carex capillaris L.",hair-like sedge
"CACA13",,"Carex capitata L.",capitate sedge
"CACAA2",,"Carex capitata L. ssp. arctogena (Harry Sm.) Hiitonen",capitate sedge
"CACAC7",,"Carex capitata L. ssp. capitata ",capitate sedge
"CACA14",,"Carex careyana Torr. ex Dewey",Carey's sedge
"CACA16",,"Carex castanea Wahlenb.",chestnut sedge
"CACE2",,"Carex cephaloidea (Dewey) Dewey",thinleaf sedge
"CACE",,"Carex cephalophora Muhl. ex Willd.",oval-leaf sedge
"CACH5",,"Carex chordorrhiza Ehrh. ex L. f.",creeping sedge
"CACO7",,"Carex communis L.H. Bailey",fibrousroot sedge
"CACOC4",,"Carex communis L.H. Bailey var. communis ",fibrousroot sedge
"CACO8",,"Carex comosa Boott",longhair sedge
