# Title: December 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NC-017,Bladen County,North Carolina,46.8,1.9,86,44.9
NC-019,Brunswick County,North Carolina,47.9,1,77,46.9
NC-021,Buncombe County,North Carolina,39.1,2.4,88,36.7
NC-023,Burke County,North Carolina,41.5,2.2,91,39.3
NC-025,Cabarrus County,North Carolina,43,1.5,81,41.5
NC-027,Caldwell County,North Carolina,41,2,87,39
NC-029,Camden County,North Carolina,45.4,2.6,93,42.8
NC-031,Carteret County,North Carolina,49.4,2.3,92,47.1
NC-033,Caswell County,North Carolina,41.6,1.9,87,39.7
NC-035,Catawba County,North Carolina,42.3,2.1,90,40.2
NC-037,Chatham County,North Carolina,44.2,2.9,95,41.3
NC-039,Cherokee County,North Carolina,40.4,1.5,81,38.9
NC-041,Chowan County,North Carolina,45.6,2.6,93,43
NC-043,Clay County,North Carolina,40.1,2.2,86,37.9
NC-045,Cleveland County,North Carolina,42.3,1.6,83,40.8
NC-047,Columbus County,North Carolina,47.5,1.7,84,45.8
NC-049,Craven County,North Carolina,47.5,2.4,92,45.2
NC-051,Cumberland County,North Carolina,46.1,2.3,89,43.8
NC-053,Currituck County,North Carolina,46.1,2.7,95,43.4
NC-055,Dare County,North Carolina,48.3,2.3,91,46
NC-057,Davidson County,North Carolina,42.5,2.5,92,40
NC-059,Davie County,North Carolina,41.3,2.1,88,39.2
NC-061,Duplin County,North Carolina,46,1.6,82,44.4
NC-063,Durham County,North Carolina,44,3.6,105,40.4
NC-065,Edgecombe County,North Carolina,44.5,2.4,92,42.1
NC-067,Forsyth County,North Carolina,40.8,1.8,84,39
NC-069,Franklin County,North Carolina,43.8,3.3,100,40.5
NC-071,Gaston County,North Carolina,42.8,1.6,83,41.2
NC-073,Gates County,North Carolina,44.5,2.6,92,41.9
NC-075,Graham County,North Carolina,38.9,1.7,85,37.2
NC-077,Granville County,North Carolina,42.7,3.1,102,39.6
NC-079,Greene County,North Carolina,45.9,2.4,94,43.5
NC-081,Guilford County,North Carolina,42,2.2,87,39.8
NC-083,Halifax County,North Carolina,43,2,88,41
NC-085,Harnett County,North Carolina,45.3,2.5,94,42.8
NC-087,Haywood County,North Carolina,36.9,2.5,90,34.4
NC-089,Henderson County,North Carolina,39.9,1.8,85,38.1
NC-091,Hertford County,North Carolina,44.3,2.6,94,41.7
NC-093,Hoke County,North Carolina,46.1,2.8,95,43.3
NC-095,Hyde County,North Carolina,48.6,2.5,90,46.1
NC-097,Iredell County,North Carolina,41.6,2,88,39.6
NC-099,Jackson County,North Carolina,38.6,2.6,89,36
NC-101,Johnston County,North Carolina,45.7,3,97,42.7
NC-103,Jones County,North Carolina,47,2.3,90,44.7
NC-105,Lee County,North Carolina,44.6,2.6,93,42
NC-107,Lenoir County,North Carolina,46.3,2.3,92,44
NC-109,Lincoln County,North Carolina,42.4,1.8,87,40.6
NC-111,McDowell County,North Carolina,41.4,2.9,97,38.5
NC-113,Macon County,North Carolina,39.6,2.6,90,37
NC-115,Madison County,North Carolina,39.5,2.6,90,36.9
NC-117,Martin County,North Carolina,45.2,2.4,92,42.8
NC-119,Mecklenburg County,North Carolina,43.3,1.6,82,41.7
NC-121,Mitchell County,North Carolina,36.9,2.6,91,34.3
NC-123,Montgomery County,North Carolina,44.9,2.7,96,42.2
NC-125,Moore County,North Carolina,45.2,2.9,96,42.3
NC-127,Nash County,North Carolina,44.1,3,99,41.1
NC-129,New Hanover County,North Carolina,48,1.1,75,46.9
NC-131,Northampton County,North Carolina,43.1,2.1,88,41
NC-133,Onslow County,North Carolina,47.6,1.8,84,45.8
NC-135,Orange County,North Carolina,43.2,3.1,100,40.1
NC-137,Pamlico County,North Carolina,48.7,2.6,94,46.1
NC-139,Pasquotank County,North Carolina,45.5,2.6,93,42.9
NC-141,Pender County,North Carolina,47.1,1.4,79,45.7
NC-143,Perquimans County,North Carolina,45.5,2.6,94,42.9
NC-145,Person County,North Carolina,42,2.9,97,39.1
NC-147,Pitt County,North Carolina,45.7,2.2,91,43.5
NC-149,Polk County,North Carolina,42.6,1.7,85,40.9
NC-151,Randolph County,North Carolina,43.5,2.5,92,41
NC-153,Richmond County,North Carolina,46.1,3,95,43.1
NC-155,Robeson County,North Carolina,47.3,2.7,93,44.6
NC-157,Rockingham County,North Carolina,40.9,1.5,84,39.4
NC-159,Rowan County,North Carolina,42.3,2,89,40.3
NC-161,Rutherford County,North Carolina,42.7,2.1,91,40.6
NC-163,Sampson County,North Carolina,45.8,1.8,86,44
NC-165,Scotland County,North Carolina,46.8,3.2,97,43.6
NC-167,Stanly County,North Carolina,44.1,1.9,88,42.2
NC-169,Stokes County,North Carolina,39.4,0.9,73,38.5
NC-171,Surry County,North Carolina,39.4,1.8,86,37.6
NC-173,Swain County,North Carolina,37.2,1.7,82,35.5
NC-175,Transylvania County,North Carolina,40.2,3,95,37.2
NC-177,Tyrrell County,North Carolina,47.4,2.6,94,44.8
NC-179,Union County,North Carolina,44.3,1.6,82,42.7
NC-181,Vance County,North Carolina,42.4,2.8,98,39.6
NC-183,Wake County,North Carolina,45.2,3.6,105,41.6
NC-185,Warren County,North Carolina,42.3,2.3,92,40
NC-187,Washington County,North Carolina,46.4,2.7,94,43.7
NC-189,Watauga County,North Carolina,36,2.2,86,33.8
NC-191,Wayne County,North Carolina,46,2.6,93,43.4
NC-193,Wilkes County,North Carolina,40.9,2.8,94,38.1
NC-195,Wilson County,North Carolina,45.4,2.9,98,42.5
NC-197,Yadkin County,North Carolina,40.3,1.8,85,38.5
NC-199,Yancey County,North Carolina,37,2.8,94,34.2
ND-001,Adams County,North Dakota,24,7,109,17
ND-003,Barnes County,North Dakota,17.9,6,103,11.9
ND-005,Benson County,North Dakota,15.1,5.3,96,9.8
ND-007,Billings County,North Dakota,23.3,6.6,105,16.7
ND-009,Bottineau County,North Dakota,12.4,2.7,81,9.8
ND-011,Bowman County,North Dakota,25.5,7,112,18.5
ND-013,Burke County,North Dakota,14.9,4,86,10.9
ND-015,Burleigh County,North Dakota,18.4,5.2,94,13.2
ND-017,Cass County,North Dakota,17.5,5.3,97,12.2
ND-019,Cavalier County,North Dakota,11.9,4.5,91,7.4
ND-021,Dickey County,North Dakota,19.1,5.2,97,13.9
ND-023,Divide County,North Dakota,14.9,3.6,85,11.3
ND-025,Dunn County,North Dakota,21.4,6.1,97,15.3
ND-027,Eddy County,North Dakota,16.2,5.7,97,10.5
ND-029,Emmons County,North Dakota,20.2,5.8,98,14.4
ND-031,Foster County,North Dakota,16.5,5.5,96,11
ND-033,Golden Valley County,North Dakota,24.1,6.5,105,17.6
ND-035,Grand Forks County,North Dakota,16.5,6.5,100,10
ND-037,Grant County,North Dakota,22.6,6.8,106,15.8
ND-039,Griggs County,North Dakota,15.7,5.6,99,10.1
ND-041,Hettinger County,North Dakota,23.1,6.7,105,16.4
ND-043,Kidder County,North Dakota,16.3,4.1,89,12.2
ND-045,LaMoure County,North Dakota,18.9,5.5,97,13.4
ND-047,Logan County,North Dakota,18,5.1,96,12.9
ND-049,McHenry County,North Dakota,14.4,3.2,81,11.3
ND-051,McIntosh County,North Dakota,18.9,5.2,97,13.7
ND-053,McKenzie County,North Dakota,20.9,6.1,95,14.8
ND-055,McLean County,North Dakota,18.1,4.6,90,13.5
ND-057,Mercer County,North Dakota,20.4,5.3,93,15.1
ND-059,Morton County,North Dakota,21.3,6.4,104,14.9
ND-061,Mountrail County,North Dakota,16.6,4.2,87,12.4
ND-063,Nelson County,North Dakota,15,5.9,99,9.1
ND-065,Oliver County,North Dakota,20.5,5.7,97,14.8
ND-067,Pembina County,North Dakota,13.4,5.1,96,8.3
ND-069,Pierce County,North Dakota,13.8,4.3,90,9.5
ND-071,Ramsey County,North Dakota,14.4,5.4,99,9
ND-073,Ransom County,North Dakota,19.3,5.9,99,13.4
ND-075,Renville County,North Dakota,14.3,3,84,11.3
ND-077,Richland County,North Dakota,19.5,5.8,99,13.7
ND-079,Rolette County,North Dakota,12.9,4.9,92,8
ND-081,Sargent County,North Dakota,19.2,5.3,96,13.9
ND-083,Sheridan County,North Dakota,16.2,4.2,89,12
ND-085,Sioux County,North Dakota,22.7,6.9,107,15.8
ND-087,Slope County,North Dakota,25,6.8,108,18.2
ND-089,Stark County,North Dakota,23.1,6.7,105,16.4
ND-091,Steele County,North Dakota,14.6,4.3,91,10.3
ND-093,Stutsman County,North Dakota,17.6,5.2,93,12.4
ND-095,Towner County,North Dakota,13.1,5.2,95,7.9
ND-097,Traill County,North Dakota,15.5,4.5,92,11
ND-099,Walsh County,North Dakota,14.7,5.6,97,9.1
ND-101,Ward County,North Dakota,15.9,3.4,83,12.5
ND-103,Wells County,North Dakota,15.8,4.7,92,11.1
ND-105,Williams County,North Dakota,17.7,4.8,90,12.9
OH-001,Adams County,Ohio,37.4,4.1,105,33.3
OH-003,Allen County,Ohio,34,4.7,106,29.3
OH-005,Ashland County,Ohio,33.2,4.4,105,28.8
OH-007,Ashtabula County,Ohio,32.6,3.8,99,28.8
OH-009,Athens County,Ohio,36.7,4.2,106,32.5
OH-011,Auglaize County,Ohio,34.2,4.9,110,29.3
OH-013,Belmont County,Ohio,33.7,2.5,86,31.2
OH-015,Brown County,Ohio,37.8,5.1,111,32.7
OH-017,Butler County,Ohio,37,5.2,111,31.8
OH-019,Carroll County,Ohio,32.7,2.9,93,29.8
OH-021,Champaign County,Ohio,34.3,4.7,107,29.6
OH-023,Clark County,Ohio,35.2,4.8,108,30.4
OH-025,Clermont County,Ohio,38.2,5.3,112,32.9
OH-027,Clinton County,Ohio,36.9,5.7,110,31.2
OH-029,Columbiana County,Ohio,32.1,2.4,84,29.7
OH-031,Coshocton County,Ohio,34.9,4.8,107,30.1
OH-033,Crawford County,Ohio,33.6,4.8,108,28.8
OH-035,Cuyahoga County,Ohio,34.2,4.2,103,30
OH-037,Darke County,Ohio,34.5,4.9,109,29.6
OH-039,Defiance County,Ohio,32.5,4.2,103,28.3
OH-041,Delaware County,Ohio,35,4.6,107,30.4
OH-043,Erie County,Ohio,33.8,3.4,94,30.4
OH-045,Fairfield County,Ohio,35.5,4.3,105,31.2
OH-047,Fayette County,Ohio,35.8,4.8,109,31
OH-049,Franklin County,Ohio,36.3,5,108,31.3
OH-051,Fulton County,Ohio,32.8,4.9,106,27.9
OH-053,Gallia County,Ohio,36.3,1.9,83,34.4
OH-055,Geauga County,Ohio,31.6,3.7,99,27.9
OH-057,Greene County,Ohio,36.2,5.1,109,31.1
OH-059,Guernsey County,Ohio,35.3,4.2,105,31.1
OH-061,Hamilton County,Ohio,38,5,110,33
OH-063,Hancock County,Ohio,34.4,5.3,110,29.1
OH-065,Hardin County,Ohio,34,4.8,108,29.2
OH-067,Harrison County,Ohio,33.2,2.8,95,30.4
OH-069,Henry County,Ohio,33.3,4.7,106,28.6
OH-071,Highland County,Ohio,37.2,5.3,111,31.9
OH-073,Hocking County,Ohio,35.4,3.8,102,31.6
OH-075,Holmes County,Ohio,33.6,4.3,104,29.3
OH-077,Huron County,Ohio,33.2,3.9,101,29.3
OH-079,Jackson County,Ohio,35.7,2.7,91,33
OH-081,Jefferson County,Ohio,32.8,1.8,77,31
OH-083,Knox County,Ohio,33.8,4.5,105,29.3
OH-085,Lake County,Ohio,33.5,3.7,100,29.8
OH-087,Lawrence County,Ohio,37.4,2.7,95,34.7
OH-089,Licking County,Ohio,35,4.8,106,30.2
OH-091,Logan County,Ohio,33.8,4.8,108,29
OH-093,Lorain County,Ohio,33.9,3.6,101,30.3
OH-095,Lucas County,Ohio,34.6,5.5,109,29.1
OH-097,Madison County,Ohio,35.6,5,108,30.6
OH-099,Mahoning County,Ohio,32.1,3.3,95,28.8
OH-101,Marion County,Ohio,34.3,4.7,106,29.6
OH-103,Medina County,Ohio,33.5,4,103,29.5
OH-105,Meigs County,Ohio,36.3,2.7,92,33.6
OH-107,Mercer County,Ohio,33.6,4.6,107,29
OH-109,Miami County,Ohio,35.8,5.5,112,30.3
OH-111,Monroe County,Ohio,35,3.2,97,31.8
OH-113,Montgomery County,Ohio,36.7,5.5,113,31.2
OH-115,Morgan County,Ohio,36.4,4.6,107,31.8
OH-117,Morrow County,Ohio,33.4,4.4,106,29
OH-119,Muskingum County,Ohio,36.4,5.4,112,31
OH-121,Noble County,Ohio,36,4.4,105,31.6
OH-123,Ottawa County,Ohio,34.8,5,107,29.8
OH-125,Paulding County,Ohio,32.9,4.3,104,28.6
OH-127,Perry County,Ohio,35.6,4.6,105,31
OH-129,Pickaway County,Ohio,36.3,4.3,106,32
OH-131,Pike County,Ohio,36.8,4.1,107,32.7
OH-133,Portage County,Ohio,32.1,3.6,98,28.5
OH-135,Preble County,Ohio,35,4.8,108,30.2
OH-137,Putnam County,Ohio,33.7,4.7,104,29
OH-139,Richland County,Ohio,33,4.6,106,28.4
OH-141,Ross County,Ohio,36.4,4.1,104,32.3
OH-143,Sandusky County,Ohio,34.6,4.8,107,29.8
OH-145,Scioto County,Ohio,37,3.5,98,33.5
OH-147,Seneca County,Ohio,34.2,4.9,110,29.3
OH-149,Shelby County,Ohio,34.8,5.4,111,29.4
OH-151,Stark County,Ohio,32.9,3.6,98,29.3
OH-153,Summit County,Ohio,33.3,3.8,101,29.5
OH-155,Trumbull County,Ohio,32.4,3.8,101,28.6
OH-157,Tuscarawas County,Ohio,33.8,3.7,102,30.1
OH-159,Union County,Ohio,34.6,4.6,108,30
OH-161,Van Wert County,Ohio,33.3,4.5,105,28.8
OH-163,Vinton County,Ohio,35.3,3,92,32.3
OH-165,Warren County,Ohio,37.6,5.6,113,32
OH-167,Washington County,Ohio,37.4,4.6,106,32.8
OH-169,Wayne County,Ohio,33.5,4.2,103,29.3
OH-171,Williams County,Ohio,31.5,4.1,100,27.4
OH-173,Wood County,Ohio,34.5,5.3,110,29.2
OH-175,Wyandot County,Ohio,34.3,4.9,108,29.4
OK-001,Adair County,Oklahoma,44.4,5.4,122,39
OK-003,Alfalfa County,Oklahoma,42.7,7.1,128,35.6
OK-005,Atoka County,Oklahoma,47.8,5.2,124,42.6
OK-007,Beaver County,Oklahoma,41.6,6.6,128,35
OK-009,Beckham County,Oklahoma,44.4,6.3,127,38.1
OK-011,Blaine County,Oklahoma,44,6.7,128,37.3
OK-013,Bryan County,Oklahoma,48.8,5.4,122,43.4
OK-015,Caddo County,Oklahoma,45.2,6.4,128,38.8
OK-017,Canadian County,Oklahoma,44.5,6.3,127,38.2
OK-019,Carter County,Oklahoma,48.3,5.6,126,42.7
OK-021,Cherokee County,Oklahoma,45,5.4,121,39.6
OK-023,Choctaw County,Oklahoma,48.3,5,122,43.3
OK-025,Cimarron County,Oklahoma,41,6.7,126,34.3
OK-027,Cleveland County,Oklahoma,45.9,5.9,126,40
OK-029,Coal County,Oklahoma,47.5,5.2,125,42.3
OK-031,Comanche County,Oklahoma,47,6.5,128,40.5
OK-033,Cotton County,Oklahoma,48.1,6.2,128,41.9
OK-035,Craig County,Oklahoma,42.8,5.1,120,37.7
OK-037,Creek County,Oklahoma,44.9,5.8,124,39.1
OK-039,Custer County,Oklahoma,43.4,6.1,127,37.3
OK-041,Delaware County,Oklahoma,43.8,5.4,120,38.4
OK-043,Dewey County,Oklahoma,43.3,6.8,127,36.5
OK-045,Ellis County,Oklahoma,42.3,6.5,127,35.8
OK-047,Garfield County,Oklahoma,43.8,7.2,128,36.6
OK-049,Garvin County,Oklahoma,47,5.7,126,41.3
OK-051,Grady County,Oklahoma,45.9,6.3,127,39.6
OK-053,Grant County,Oklahoma,42.8,7.3,128,35.5
OK-055,Greer County,Oklahoma,45.9,6.7,128,39.2
OK-057,Harmon County,Oklahoma,46.4,6.8,129,39.6
OK-059,Harper County,Oklahoma,41.6,6.4,127,35.2
OK-061,Haskell County,Oklahoma,46.6,5.1,122,41.5
OK-063,Hughes County,Oklahoma,46.8,5.4,123,41.4
OK-065,Jackson County,Oklahoma,47.3,7.1,129,40.2
OK-067,Jefferson County,Oklahoma,48.7,5.9,128,42.8
OK-069,Johnston County,Oklahoma,48,5.3,124,42.7
OK-071,Kay County,Oklahoma,42.9,6.9,127,36
OK-073,Kingfisher County,Oklahoma,44.4,6.6,128,37.8
OK-075,Kiowa County,Oklahoma,46.1,6.8,128,39.3
OK-077,Latimer County,Oklahoma,46.7,4.9,120,41.8
OK-079,Le Flore County,Oklahoma,46,4.8,119,41.2
OK-081,Lincoln County,Oklahoma,45.6,6.1,126,39.5
OK-083,Logan County,Oklahoma,45,6.7,128,38.3
OK-085,Love County,Oklahoma,49,5.5,125,43.5
OK-087,McClain County,Oklahoma,46.1,6,127,40.1
OK-089,McCurtain County,Oklahoma,48,5.6,125,42.4
OK-091,McIntosh County,Oklahoma,47,5.7,124,41.3
OK-093,Major County,Oklahoma,43.6,7.1,128,36.5
OK-095,Marshall County,Oklahoma,48.7,5.3,124,43.4
OK-097,Mayes County,Oklahoma,44,4.9,119,39.1
OK-099,Murray County,Oklahoma,47.6,5.4,124,42.2
OK-101,Muskogee County,Oklahoma,46.4,5.7,123,40.7
OK-103,Noble County,Oklahoma,44.2,6.9,126,37.3
OK-105,Nowata County,Oklahoma,42.6,5.3,122,37.3
OK-107,Okfuskee County,Oklahoma,46.2,5.6,125,40.6
OK-109,Oklahoma County,Oklahoma,45.3,6.1,127,39.2
OK-111,Okmulgee County,Oklahoma,46.1,5.6,122,40.5
OK-113,Osage County,Oklahoma,42.7,5.7,122,37
OK-115,Ottawa County,Oklahoma,43.2,5.7,119,37.5
OK-117,Pawnee County,Oklahoma,43.9,6.1,125,37.8
OK-119,Payne County,Oklahoma,44.9,6.6,127,38.3
OK-121,Pittsburg County,Oklahoma,47.2,5.3,123,41.9
OK-123,Pontotoc County,Oklahoma,47.2,5.4,123,41.8
OK-125,Pottawatomie County,Oklahoma,46.3,5.8,125,40.5
OK-127,Pushmataha County,Oklahoma,47.3,5.1,123,42.2
OK-129,Roger Mills County,Oklahoma,43.3,6.3,128,37
OK-131,Rogers County,Oklahoma,43.8,5.3,122,38.5
OK-133,Seminole County,Oklahoma,46.5,5.6,124,40.9
OK-135,Sequoyah County,Oklahoma,46,5.3,123,40.7
OK-137,Stephens County,Oklahoma,47.5,6.1,128,41.4
OK-139,Texas County,Oklahoma,42.3,7.6,128,34.7
OK-141,Tillman County,Oklahoma,48,6.7,129,41.3
OK-143,Tulsa County,Oklahoma,44.5,5.5,122,39
OK-145,Wagoner County,Oklahoma,45.4,5.5,121,39.9
OK-147,Washington County,Oklahoma,42.6,5.5,122,37.1
OK-149,Washita County,Oklahoma,44.3,6,127,38.3
OK-151,Woods County,Oklahoma,42.1,7,128,35.1
OK-153,Woodward County,Oklahoma,42.5,6.9,128,35.6
OR-001,Baker County,Oregon,32.2,6,122,26.2
OR-003,Benton County,Oregon,43.5,3.6,121,39.9
OR-005,Clackamas County,Oregon,39.2,3.3,121,35.9
OR-007,Clatsop County,Oregon,43.7,4.1,123,39.6
OR-009,Columbia County,Oregon,41.8,3.7,119,38.1
OR-011,Coos County,Oregon,46.8,4.2,125,42.6
OR-013,Crook County,Oregon,34.3,4.7,121,29.6
OR-015,Curry County,Oregon,46.1,3.7,125,42.4
OR-017,Deschutes County,Oregon,33.6,4.3,118,29.3
OR-019,Douglas County,Oregon,42.2,3.8,122,38.4
OR-021,Gilliam County,Oregon,36.5,4.1,112,32.4
OR-023,Grant County,Oregon,33.5,5.8,124,27.7
OR-025,Harney County,Oregon,34.2,6.6,125,27.6
OR-027,Hood River County,Oregon,34.3,3.1,110,31.2
OR-029,Jackson County,Oregon,39.9,4.3,126,35.6
OR-031,Jefferson County,Oregon,35,3.4,112,31.6
OR-033,Josephine County,Oregon,41.7,3.9,124,37.8
OR-035,Klamath County,Oregon,33.9,5.1,124,28.8
OR-037,Lake County,Oregon,34.4,5.5,123,28.9
OR-039,Lane County,Oregon,42,4,124,38
OR-041,Lincoln County,Oregon,45.3,3.4,122,41.9
OR-043,Linn County,Oregon,40.7,3.7,122,37
OR-045,Malheur County,Oregon,34.1,6,123,28.1
OR-047,Marion County,Oregon,40.5,3,117,37.5
OR-049,Morrow County,Oregon,37.8,5.4,124,32.4
OR-051,Multnomah County,Oregon,42,3.8,122,38.2
OR-053,Polk County,Oregon,42.7,3.1,117,39.6
OR-055,Sherman County,Oregon,35,2.9,103,32.1
OR-057,Tillamook County,Oregon,43.1,3.6,122,39.5
OR-059,Umatilla County,Oregon,37,5.7,125,31.3
OR-061,Union County,Oregon,33.5,5.9,125,27.6
OR-063,Wallowa County,Oregon,32.3,5.8,124,26.5
OR-065,Wasco County,Oregon,34.6,2.9,106,31.7
OR-067,Washington County,Oregon,42,3.6,120,38.4
OR-069,Wheeler County,Oregon,35.8,4.4,118,31.4
OR-071,Yamhill County,Oregon,42.2,2.7,113,39.5
PA-001,Adams County,Pennsylvania,34.2,2.4,89,31.8
PA-003,Allegheny County,Pennsylvania,34.6,3,94,31.6
PA-005,Armstrong County,Pennsylvania,32.1,2.5,87,29.6
PA-007,Beaver County,Pennsylvania,32.7,1.8,78,30.9
PA-009,Bedford County,Pennsylvania,33.4,2.8,93,30.6
PA-011,Berks County,Pennsylvania,32.2,1,63,31.2
PA-013,Blair County,Pennsylvania,32.5,3,93,29.5
PA-015,Bradford County,Pennsylvania,28.2,1.6,73,26.6
PA-017,Bucks County,Pennsylvania,33.5,1.8,73,31.7
PA-019,Butler County,Pennsylvania,32.1,2.5,88,29.6
PA-021,Cambria County,Pennsylvania,31,2.9,93,28.1
PA-023,Cameron County,Pennsylvania,28.6,1.2,68,27.5
PA-025,Carbon County,Pennsylvania,29.2,2.1,77,27.1
PA-027,Centre County,Pennsylvania,30,1.3,73,28.7
PA-029,Chester County,Pennsylvania,34.4,2.1,77,32.3
PA-031,Clarion County,Pennsylvania,30.5,2.4,86,28.1
PA-033,Clearfield County,Pennsylvania,30.5,2.6,91,27.9
PA-035,Clinton County,Pennsylvania,28.9,0.9,68,28
PA-037,Columbia County,Pennsylvania,29.4,1.2,64,28.2
PA-039,Crawford County,Pennsylvania,30.8,3.2,94,27.6
PA-041,Cumberland County,Pennsylvania,33.9,2.3,89,31.6
PA-043,Dauphin County,Pennsylvania,32.8,2.2,81,30.6
PA-045,Delaware County,Pennsylvania,36.7,2.6,85,34.1
PA-047,Elk County,Pennsylvania,29.4,2.8,93,26.6
PA-049,Erie County,Pennsylvania,31.2,3,92,28.2
PA-051,Fayette County,Pennsylvania,33.1,2.3,82,30.8
PA-053,Forest County,Pennsylvania,29.5,2.4,87,27.1
PA-055,Franklin County,Pennsylvania,33.8,2.1,87,31.7
PA-057,Fulton County,Pennsylvania,34.2,2.8,94,31.4
PA-059,Greene County,Pennsylvania,34.7,2.9,97,31.8
PA-061,Huntingdon County,Pennsylvania,32.9,2.3,90,30.6
PA-063,Indiana County,Pennsylvania,31.5,2.2,84,29.3
PA-065,Jefferson County,Pennsylvania,31,3.5,100,27.5
PA-067,Juniata County,Pennsylvania,32.3,1.4,73,30.9
PA-069,Lackawanna County,Pennsylvania,28.1,1.8,75,26.3
PA-071,Lancaster County,Pennsylvania,33.7,1.8,74,31.9
PA-073,Lawrence County,Pennsylvania,32.4,2.7,91,29.7
PA-075,Lebanon County,Pennsylvania,32.6,1.9,74,30.7
PA-077,Lehigh County,Pennsylvania,32.1,1.7,75,30.4
PA-079,Luzerne County,Pennsylvania,29,2.2,77,26.8
PA-081,Lycoming County,Pennsylvania,28.6,1.2,68,27.4
PA-083,McKean County,Pennsylvania,28,2.4,82,25.6
PA-085,Mercer County,Pennsylvania,31.5,3.3,95,28.2
PA-087,Mifflin County,Pennsylvania,31.7,1.3,72,30.4
PA-089,Monroe County,Pennsylvania,28.5,1.8,76,26.7
PA-091,Montgomery County,Pennsylvania,34.8,2.3,81,32.5
PA-093,Montour County,Pennsylvania,30.1,1,64,29.1
PA-095,Northampton County,Pennsylvania,31,1.6,73,29.4
PA-097,Northumberland County,Pennsylvania,30.4,1.1,67,29.3
PA-099,Perry County,Pennsylvania,32.9,1.9,82,31
PA-101,Philadelphia County,Pennsylvania,36.7,2.4,81,34.3
PA-103,Pike County,Pennsylvania,28,1.6,71,26.4
PA-105,Potter County,Pennsylvania,26.8,0.9,68,25.9
PA-107,Schuylkill County,Pennsylvania,29.8,1.3,69,28.5
PA-109,Snyder County,Pennsylvania,31.1,1.1,69,30
PA-111,Somerset County,Pennsylvania,30.2,2,81,28.2
PA-113,Sullivan County,Pennsylvania,26.7,1.5,69,25.2
PA-115,Susquehanna County,Pennsylvania,27.3,1.1,65,26.2
PA-117,Tioga County,Pennsylvania,26.8,0.9,69,25.9
PA-119,Union County,Pennsylvania,30,1,67,29
PA-121,Venango County,Pennsylvania,30.3,2.4,82,27.9
PA-123,Warren County,Pennsylvania,28.7,2.1,80,26.6
PA-125,Washington County,Pennsylvania,34.1,2.7,92,31.4
PA-127,Wayne County,Pennsylvania,27,1.1,67,25.9
PA-129,Westmoreland County,Pennsylvania,33.1,2.1,82,31
PA-131,Wyoming County,Pennsylvania,28.4,1.6,70,26.8
PA-133,York County,Pennsylvania,34.4,2.6,88,31.8
RI-001,Bristol County,Rhode Island,35.2,2.6,87,32.6
RI-003,Kent County,Rhode Island,33.6,2.9,91,30.7
RI-005,Newport County,Rhode Island,35.8,2.7,89,33.1
RI-007,Providence County,Rhode Island,32.7,2.8,92,29.9
RI-009,Washington County,Rhode Island,34.5,2.8,88,31.7
SC-001,Abbeville County,South Carolina,45.7,2.2,90,43.5
SC-003,Aiken County,South Carolina,48,1.6,82,46.4
SC-005,Allendale County,South Carolina,49.1,1.5,82,47.6
SC-007,Anderson County,South Carolina,45.3,2.5,95,42.8
SC-009,Bamberg County,South Carolina,48.8,1.4,82,47.4
SC-011,Barnwell County,South Carolina,48.6,1.5,81,47.1
SC-013,Beaufort County,South Carolina,51.4,1,75,50.4
SC-015,Berkeley County,South Carolina,49.8,1.6,81,48.2
SC-017,Calhoun County,South Carolina,48.5,1.6,82,46.9
SC-019,Charleston County,South Carolina,51.1,1.7,81,49.4
SC-021,Cherokee County,South Carolina,43.2,1.6,83,41.6
SC-023,Chester County,South Carolina,44.2,1.1,79,43.1
SC-025,Chesterfield County,South Carolina,46,2.4,90,43.6
SC-027,Clarendon County,South Carolina,48.7,1.7,82,47
SC-029,Colleton County,South Carolina,49.8,1.4,81,48.4
SC-031,Darlington County,South Carolina,47.5,2.5,90,45
SC-033,Dillon County,South Carolina,48,2.9,94,45.1
SC-035,Dorchester County,South Carolina,50,1.9,83,48.1
SC-037,Edgefield County,South Carolina,47.7,2.2,87,45.5
SC-039,Fairfield County,South Carolina,45.8,1.6,82,44.2
SC-041,Florence County,South Carolina,48.7,2.5,89,46.2
SC-043,Georgetown County,South Carolina,49.2,1.3,80,47.9
SC-045,Greenville County,South Carolina,44.1,2.2,89,41.9
SC-047,Greenwood County,South Carolina,46.3,2.3,92,44
SC-049,Hampton County,South Carolina,49.5,1.2,80,48.3
SC-051,Horry County,South Carolina,48.5,1.8,84,46.7
SC-053,Jasper County,South Carolina,50.8,1.2,79,49.6
SC-055,Kershaw County,South Carolina,46.4,2.1,87,44.3
SC-057,Lancaster County,South Carolina,44.6,1.7,82,42.9
SC-059,Laurens County,South Carolina,44.9,1.6,87,43.3
SC-061,Lee County,South Carolina,47.6,2.3,88,45.3
SC-063,Lexington County,South Carolina,47.2,1.8,84,45.4
SC-065,McCormick County,South Carolina,46.8,2.1,89,44.7
SC-067,Marion County,South Carolina,48.6,2.4,89,46.2
SC-069,Marlboro County,South Carolina,47.4,3,96,44.4
SC-071,Newberry County,South Carolina,46,2,87,44
